topic,Text
0,This is awesome tea and I purchased it as a gift for my aunt who loves this flavor. The price is what you'd expect to pay at Whole Foods or any other specialty store.
1,"My first impression on this particular drink when I first tasted it was that it reminded me of nothing that I had every tasted before. I actually really liked the taste of it. Unlike your typical sodas, this drink did not have the lingering carbonated fizz and I didn't get any disgusting soda burps after drinking it. You know the kind I mean, when you burp and anyone within 20 or 30 yards of you is running for fresh air. I also didn't get any real aftertaste when drinking it either.<br /><br />Now coming in at 8.3 ounces, the calories in this drink are reported at 135 calories per can. By comparison, a 12 ounce can of Pepsi comes in at 150 calories per can. So, on the calorie front I wouldn't say that there is much of a difference between this drink and Pepsi, although if you do the math, this drink would actually have more calories than Pepsi if you compared them in equal amounts. However, if you look at the list of ingredients in both, you can see where this product is far better for you than your traditional sodas, although obviously not as good for you as drinking an actual 100% pure fruit or vegetable juice.<br /><br />To put in plainly and succinctly, this is a really good tasting beverage and is definitely one I would consider drinking over the more traditional sodas that are currently available. However, the one primary detractor to this is the size of the can compared to the price.<br /><br />The one thing that I had not quite decided on whether it is a negative or a positive is the size of the can, which as I stated earlier comes in at 8.3 ounces compared to your traditional cans of soda that come in at 12 ounces. In addition to the size of the can, there is also the consideration of price, coming in at roughly $1.00 per can which is considerably more expensive than your average can of soda. Therefore, when you take the size of the product combined with the price, I would have to say that it is a definite negative, although this one tasted so good to me that I will definitely be purchasing this product.<br /><br />Shawn Kovacich<br />Creator of numerous books and DVD's."
0,"I was looking for interesting tea to include in gift packages and nearly didn't order this because of a negative review.  I'm so glad I took the chance on this tea -- it's delicious, and extremely pretty in the tin, with the bits of orange and blue cornflower petals in the tea leaves.  Wonderfully fragrant, thanks to the orange.  Generally, I like gutsy, black, full-bodied tea, medium strong to strong, but I'm delighted with this refreshing change-of-pace.  It's not wimpy.  Am ordering more for Christmas gifts."
3,"This milk chocolate is made with the best ingredients. 6 ingredients. And they use all vanilla and cocoa butter and whole milk powder. Hershey uses vanillin...which is a wood extract..I have a bag that was given to me, and all I do is snack on it, letting it melt on my tongue to taste the almost orgasmic caramel flavor that stays with you for like ten minutes after eating it. Which ever chocolate you eat, let it melt on your tongue first instead of chomping on it. One, you eat less, and two, you appreciate it, and three, you can taste all the flavors."
4,"We do pet adoptions and also run a shelter for cats. I personally own 7 cats!!! I have absolutely never had a problem with feeding these to any of my cats.<br /><br />They have NEVER vommited from this treat, I have a hard time believing this!!<br /><br />I do know that the recommended amt of treats is only 10.. I have never fed more then 10-12 at a time!<br /><br />At home I have adopted a persian and I often use the hairball treatments with her and they actually DO WORK!!!!! I give her the suggested doce of 10 treats at a time and they are very tasty. Since, I have never seen her gag from hairballs, not once!<br /><br />All of my cats come running when I open these treats. My favorites are the vitamins as well as the hairball and the regular plain I also love to feed them. They love them all!<br /><br />The ONLY other treats I feed usually are Pounce and Party Mix but Temptations are there favortires!<br /><br />I HAVE ABOUT 8 BAGS OF THESE IN MY CABINETS... Because I have a lot of treats!<br /><br />At the shelter I run, we keep all kinds of cats and kittens and we have about 35 right now and NONE have never had any problems with these treats to date. I am sorry that others have maybe had problems but these are the most tastiest and healthy treats available. I also love that they provide GREAT dental care and tarter control.<br /><br />Providing these treats I honestly feel that my vet bills will be less in the future with also providing treats that they absolutely LOVE!!!!<br /><br />My mom and I pay the vet bills for any sick cats, we love cats!!! So far we have been blessed with wonderful healthy strays and none have been diagnosed with feline aids or Leukemia and we do vaccinate and have them tested.<br /><br />Please give these treats a try, they are awesome! Oh and also buy the large bags because it is actually saving you lots of money from buying the smaller bags.. You get about 3x the ammount!"
2,"We only use jarred baby food as emergency food.  I make all my little one's food and freeze it or give it fresh.  Yes, full time working mom but really is it that hard to cook, puree and freeze basic foods like carrots that cost $1.27 for 2 pounds?  I taste all the foods that my baby eats and enjoy the Earth's Best line because they taste real.  It's not food that you could add to a baby shower game and go ""what in the world was that?""  They use quinoa and kamut flours.  It is excellent all around.<br /><br />I believe that the apricot puree that other's talked about in the sweet potato and chicken dinner is there to maintain the color of the food.  I make my own sweet potato and chicken dinner for my little one and it turns brown.  My baby doesn't care about the color of the food but I'm sure maybe a mom would freak out if she saw this color in a baby food jar - knowing how vibrant sweet potatoes are.<br /><br />Half of the jars in my case were popped up.  I wrote amazon and at first they offered me not even the cost of the damaged jars.  I called and they replaced the entire case free of charge.  This had to have happened at the manufacturing plant and didn't occur during shipping but rather was a sealing issue.  I was impressed with the speed and efficiency at which amazon handled this.  Will continue to be a loyal customer because of this.  Customer service goes a long ways!"
2,"We started our son on solids when he was six months. The first ""food"" we introduced was rice cereal as recommended by our pediatrician. We tried every day for 2 weeks to feed my son rice cereal and then oatmeal cereal but he hated both! He'd refuse the food by turning away and keeping his mouth tightly shut. I was at my wits end and gave him a break because I knew I had to be patient. I was never a huge fan of the idea of feeding my son rice cereal so I went searching for something that was convenient and came in small portions. I didn't want to feed my son the traditional baby food from a jar due to the risk of BPA found in the jar lids. Luckily, I found NurturMe! My son loved it from the start.  We started with the peas and then worked our way through the apple, squash, and sweet potato.<br /><br />Here is what I love about NuturMe Baby Food:<br /><br />CONVENIENCE. The food comes in BPA-FREE paper pouches that are easy to travel with. They contain the same amount of food as a 2.5oz jar of baby food. When we first started my son on solids he ate 1/2 pouch at each feeding. We saved the rest in the fridge and fed the the rest at his second feeding. It states on the packaging that they can last 2-3 days refrigerated. I personally only trust 24 hours if prepared with formula and 2-3 days if made with water. This is because it states on the formula can that prepared formula should be discarded after 24 hours. If I still breastfed, I would trust breastmilk to last 2-3 days as well.<br /><br />TASTE. Although the food is quick dried, it tastes fresh! The peas actually taste like peas and they are actually bright green, like they should be. I've tried the foods myself before I first fed them to my son and they passed my taste test! I also love that the baby food is organic. This is very important to me that everything my son eats is free of pesticides. I am conscious about what I eat, it shouldn't be any different for my son.<br /><br />MIX & MATCH. I love that you can mix and match the baby foods together to make new flavor profiles for the baby. I am all about introducing new foods to my baby and this is the perfect way to do it! Another great idea is to add juice to the baby food once your baby is 8+ months. When my son gets older I am going to try out adding pomegranate juice to the apple variety. I don't plan of giving my son juice to drink so this is a great way to introduce him to the flavor of pomegranate.<br /><br />ECO-FRIENDLY. The packaging to completely recyclable and doesn't take of the space that canned baby food does. That means a smaller carbon footprint! In addition, the packaging is BPA-FREE. I emailed the company and asked them before I purchased the product on Amazon.<br /><br />Here is the only issue I have with NurturMe:<br /><br />CONSISTENCY. I noticed that it can be difficult to mix the baby food together to get the desired consistency. For instance, the apple was really clumpy and hard before I added the water and I had a difficult time getting all of the clumps out. Its similar to mixing formula -- you have to take extra care! My remedy for this was to use a handheld milk frother and from then on I got the perfect consistency with no clumps! I've also noticed that the peas have a little bit of a grainy texture but my son doesn't seem to mind.<br /><br />I am definitely happy with NuturMe baby food. I think it is a quick and convenient way to serve my baby organic baby food for when we are on the go! It is the best alternative I have found to homemade baby food."
3,This is a really great K-cup cocoa. I had been drinking the Cafe Express but they have really gone up lately so this is a good buy . Nice creamy chocolate flavor so I switched to this. I found it at Walmart but this price is better  here for the 3 pack. Give it a try :)
3,Love this stuff.  It has one of the best combinations of chocolate and mexican spice flavors of any I have tried.  I used to live near a bookstore where the cafe made mochas with this cocoa and now I buy it at home for the same purpose.  It also works really well to add a little spice to your cookies.
1,"I like this 'Kiwi Berry' more than the 'Watermelon Strawberry' I reviewed previously: it's less sweet, but still a little too sweet for me.  It advertises 'no sugar added' and '100% juice carbonated', so I was expecting somewhat sweet tasting, but not like this ~ it was too sweet, and packed 135 calories, 36g sugar and 34g carbs in a 'no sugar added'-'no corn syrup'- 'no preservatives'-'no artificial colors'-'gluten free' drink!  I would expect that from a juice like apple or cranberry, but I would also expect it to TASTE natural, and this one (for all it's claims to the contrary) STILL did NOT taste very natural to me.<br /><br />It was certainly pleasant tasting, but for the tastebuds of someone who WAS a lifelong soda drinker (diet soda for the past 12 years), and gave up soda completely last May (I don't miss it at all!), this is not the drink for me.  I mostly drink water, milk, iced tea, hot tea & coffee now, and this sweet tasting, sugary tasting beverage, had way too much carbonation & flavoring for me!  The kiwi berry flavors were nice (much nicer than the watermelon strawberry), but still TASTED fake, which is weird for a drink that touts things like '100% juice' and a label that says 'natural flavors'...I would recommend this product only to those who like sweet, fruitie carbonated beverages, and aren't too worried about calories, etc."
1,"When I drank the strawberry kiwi, the flavor reminded me very much of the strawberry Pop Rocks candy. It was very sweet, but not so much that I felt like I needed to drink water after it. The carbonation was apparent, but not strong. Kinda like the carbonation in a Pellegrino, as opposed to a Coke. The can was a little on the small side, so I could see myself drinking 2 at once. I'd drink it again sometime, but it's not an everyday buy."
2,I usually buy avoderm but this food is an excellent way for me to stretch out the case. I feed the kids this and they eat it all.... No leftovers!
1,"I was pleased to discover that Switch Orange Tangerine is actually quite tasty.  More please to find out that it contains no sugar, corn syrup or artificial flavors.  What it does have is several healthy ingredients.  I highly recommend it."
2,I purchased this food on Amazon then saw it at Babies R Us for 30 cents less per jar.  I like the product but AMAZON is overcharging!
1,"I didn't care for Kiwi Berry Switch. It was very sweet and not refreshing at all. Also, at 135 calories in an 8.3 ounce can, it actually contains a lot more calories than regular soda. I know it is all natural and doesn't have HFC (High Fructose Corn Syrup), and I appreciate that, but it also doesn't have much actual kiwi or berry juices. The drink is VERY sweet, but sweeter than 100% fruit juice, sweeter even than your average can of soda. I can't say I would ever buy this product or recommend it to anyone else. There are better natural sodas on the market, as well as better 100% natural juices."
3,"I liked the milk chocolate version, so tried this.  It is just as good, and with the more intense chocolate flavor, appeals to my chocolate desires."
3,My mom and son love the flavor of this hot chocolate. Add a little bit of milk afterwards and 1 splenda and the taste is amazing.
0,"At my local market, they sell this fragrant, nutty, excellent tea for $1.99 a box! $4.99 a box is highway robbery! Shop around!"
3,I am amazed how well these little cups taste.  These Kcups taste very well.  This hot chocolate taste great and are ready in one minute.
0,This tea smells and tastes like Christmas! This has always been my family's favorite tea for children's (and big kid's) tea parties.
2,These pouches are so easy and convenient. They taste great and are perfect for busy moms.
1,"This drink is refreshing, but a little too sweet for me. I found that others in my household enjoyed it more than I did, so it might be more fair to give it a four star."
3,I love this hot chocolate  !  this is just a great drink -- the first couple times I made it I didn't do it correctly and it didn't so good --  You have to nuke the bar of chocolate for 30 seconds in microwave  - and you have to put in blender -- so all ingredients blend  -- if you don't you will have a chalky and that would be sad  --  what I have learned is  put chocolate in microwave --  put your milk in sauce pan and warm it up  -- add chocolate and stir  --  when the chocolate melts put into a blender or I use immersion blender to get all spices blended  --  yeah and then you have the best hot chocolate in the world --  how can you go wrong with big beautiful piece of chocolate ?  all other hot chocolate drinks are kind of boring compared to this  --
0,"If you are a chamomile tea drinker, you will be happy to discover this tea.  The citrus addition makes for a full-bodied but smooth tea.  Definitely the best chamomile tea on the market.  Also, I brew one bag in a coffee maker dedicated to tea only, and get a whole pot out of each bag.  You won't be disappointed in this one."
1,"This product is carbonated and 100% fruit juice with NO high fructose corn syrup. It has packs 140 calories in a little over 8 oz. of product.<br />I prefer my drinks with 0 calories or just plain water.<br /><br />The taste wasn't pleasing to me and it left an unpleasant aftertaste. Also, the sweetness of the drink made it less than a thirst quencher."
0,"I am not sure how to review tea, I don't know the vocabulary and I'm no expert but I have long been a fan of the Genmai Cha after marrying into a Japanese family. I prefer the loose product over the bags but for convenience I choose to try to the bags, I'm happy with it. If you are careful to not boil the water or let the tea steep too long it will not disappoint you."
1,"I absolutely Love this drink. This is the best carbonated fruit drink I have ever tasted. This has a crisp, clean taste of fresh strawberry with just a hint of kiwi. This tastes just as you would expect a pure fruit juice to taste, except without the pulp and a carbonation that makes it fun for both kids and adults alike. I found a new fruit juice that I love and I'm making the switch to ""Switch."""
1,"...and you'll have a pretty good idea what this tastes like. The tangerine (and/or the added flavoring) provides a nice 'tang' to the flavor. I found it to be quite tasty and refreshing.  I'm not sure why they are packaging it in the small 8.3 oz ""energy drink""-size cans, unless it's to keep the calories per serving down. At 140 cal.can, it certainly isn't low-cal, but there is no added HFCS (high fructose corn syrup) or sugar. The surprisingly high price is also a downside. True, real juice is a lot more expensive than water and HFCS, but at this price, I'll give it a pass.<br /><br />Pros:<br />Good taste, not too carbonated<br /><br />Cons:<br />Small can, expensive, fairly high calorie/oz"
1,As the title of my review indicates this product is nothing special in terms of taste. Granted it is missing some of the soda pop bad guys (high fructose syrup and coloring)but the taste is mediocre. This is not something you are going to rave about because of the taste. If you are a health food junkie you might overlook the bland middle of the road taste. Contrary to some reviews I did not find the drink exceptionally sweet but than again everyone has different taste buds. I am not a soda pop drinker so that might have some influence on my less than enthusiastic endorsement. I was switched off. Will this make you give up your favorite soda pop? Probably not. I like the idea of homemade soda water infused juice for that perky fizzing drink better than Switch. Not such a great product in my opinion.
0,"Once again I find myself trying to like Tazo herbal teas, but they keep putting licorice in teas where is just doesn't seem to belong, to me anyway.  This is another example where I expected a lovely flavored tea and the licorice flavor is so strong, it's just about all I can taste.  I guess I'll just give up on Tazo - who ever blends all their teas has radically different taste buds than mine!"
0,"I normally like Assam teas, but this is pretty bland -- the flavor is simple & shallow.  There's no richness, earthiness or depth.  Considering that this a pound bag of the stuff, if you buy it there'll be a lot of boring tea to slog through (or throw out).<br /><br />One reviewer commented about the paper package impairing retention of flavor.  FWIW, while the outer bag is paper, it's plastic-coated on the inside; it may not be a hermetic seal, but it's adequate.  Based on my experience, if you're spooning single servings, you can probably expect the wire fold-closure to break halfway through the bag, so have a clothespin around."
2,"My kids love these!  They have a great flavor and, for us, are preferred over Sharkies.  My daughter sometimes gets stomach aches from fruit snacks, but has had no trouble with these."
3,"This is a great treat for the Fall and Winter months hunting, camping or just snuggling up to watch a movie. The cinnamon is not too overpowering with the chocolate and has a rich cocoa flavor. My wife drinks it as an alternative to coffee so she can sleep at night."
0,"This is not your typical ""loose leaf"" grocery market tea. It is whole leaf, pure, aromatic Earl Grey tea. It is very bold tasting, if you are not an Earl Grey fan, don't get it, but if you are, buy two. Excellent!"
4,"I think 9 Lives does a better job on this variety than Friskies.  Or I should say my cat does.  Friskies doesn't look as fresh or as appetizing as 9 Lives, and my cat doesn't like it as well.  It just smells nasty and looks not quite as good as the 9 Lives.  I think they could definitely do better on this variety -maybe even add cheese to it!  My cat leaves this one in the dish but eats the 9 Lives version."
1,"Switch has been the first ""soda alternative"" that I've LOVED! It's got a delightful fresh fruit flavor, refreshing bubbles, and no aftertaste. It is sweet and juicy tasting, reminds me a little of Orange Crush. The tangerine flavor adds just the right note to peak your interest and overcome becoming just another orange drink. However, the price point of just at $1 a can prevents me from keeping it stocked in our home. Still, I would recommend it for an occasional treat."
0,I used this in a gift basket for a ladies tea. I like the product myself. Very nicely packaged. Thank you.
0,I've used this tea for years off and on. It taste great for a detox type tea and I like to use it when I'm on a fast for a few days to help clean my body out. It's one of the few things I allow myself to drink while fasting.
3,"I've tried them all and keep coming back to the Belgian chocolate.  A chocoholic's dream. I drink this every morning and this seem's to be the most economical way to buy it, 6 cans at a time."
2,"I bought these for my vegan father who LOVES the curry kale chips by Rhythm Superfoods (my 22 month old daughter, husband and I also like them)!<br /><br />Thought I would give him a new kale chip flavor--BBQ--as part of his Christmas gift. Although a different brand than we typically eat, they sounded good. First, I was disappointed to see these chips are not kale in its natural curly form but pressed into round, dog-snack-looking discs. Luckily I tried them before giving them. I spit it right out! Was it just me? My husband also tried one and couldn't finish even one chip.<br /><br />I have a pack of 4 that cannot be returned... what a waste of food and money!"
2,My baby loves these dinners. They are very flavorful and not bland like other baby food that we have tried. I love the fact that they are organic and Amazon sells them at such a great price.
4,"I open a can of this stuff, and it looks like real food.  I spoon it onto the dishes for my four, and it dishes like actual meat and sauce.  All four of them dive right into it, and all four saucers are licked clean.<br /><br />I have seen the health benefits to my cats from feeding them high quality grain-free food.  This Turducken canned food is one of the staples of their diet.  I love feeding it to them, and they love eating it.<br /><br />In my view, it's worth the extra money to get really good food for one's pets."
3,"I love a cup of Hot Choc. in the cold winter months. We live in Penna. and it gets quite chilly here. The Hot Coc. is a little sweet for my taste, but I've gotten used to it and enjoy a cup once in a while"
3,This is the best cocoa ever. It beats out anything you can buy in the store.  Sometimes<br />I just mix it in my coffee and it's wonderful.  Highly recommend.
2,I'm sure this Mama Grain is pretty healthy but it taste disgusting. Even my daughter who is not a picky eater refuse to eat this. The combination of sweet banana and beans doesn't go well at all.
3,"Totally not worth paying for. Even my kids hated this stuff. Very cheap cocoa in tiny tiny tins for too much money. I could have gone out and bought twice as much Swiss Miss, and enjoyed that a whole lot more."
1,"This tastes very similar to <a href=""http://www.amazon.com/gp/product/B001LGGH54"">The Switch Watermelon Strawberry, 8.3 Ounce Cans (Pack of 24)</a> and seems to be identical except for a touch of Kiwi and Strawberry juice.  Its got 135 calories so is not a diet drink.  It's really sweet and would go well as a drink mixer like the watermelon strawberry variety.<br /><br />It's got light carbonation, 100% of the USRDA of vitamin C and costs about $1.00 a can.  Personally, I'll stick to plain old tap water because this is really just extra calories and not worth $1.00 a can.  It is a nice fruity sweet drink that many might like to go along with lunch."
1,"I bought this strawberry extract hoping to spruce up a strawberry wine that ended up with less flavor than I'd original expected. (A common problem in some fruit wines.)<br /><br />This is, indeed, good strawberry flavor!  Just add to your sugary concoction (be it a baking good, a dessert or a drink) to either give strawberry flavor (or add to existing flavor), and presto, just about everyone will be licking their lips (and maybe fingers).<br /><br />For those interested, I found the right addition to a liquid volume to be 4 oz of extract per 1 gallon of liquid."
0,"I've used maybe half a dozen bags of this tea in the last year and it is a delicious, consistently good quality black tea. Mainly I use it and several other Numi teas in my tea blends for making kombucha."
2,"This is the perfect finger food.  I usually eat a handful at a time.  Though to be honest, when asked how they taste, I say, ""It varies from person to person."""
0,"This tea has a superb taste.  I actually look forward to drinking this tea with my dinner.  Now that it is summer I drink is as an iced tea, but this is also a very delicious hot drink too!  I use splenda and fresh mint when I brew it.  Fabulous!"
1,"Yes, you should buy these excellent fruit drinks because they taste G-RRRRREAT! (As long as price is not an object)<br />Tastes just like kiwi's and strawberries mixed in with carbonated water.<br />But the can says... 100% juice!"
0,"This variety pack of Twinings tea has four flavors.  The Lady Grey is my favorite, hands down. It makes delicious iced tea.  It has a crisp, clean taste.  The other three flavors are good also.<br /><br />I use only two bags to make a pitcher of iced tea and it's strong enough with just the two bags.  This tea can be found locally, but costs much more than the Amazon price.  This is my second purchase of this item."
0,"Fewer and fewer stores carry loose-leaf tea and I was so glad to find it on Amazon. Who knew?  I've become an avid fan of Amazon over the last few months.  It's wonderful to have someone ELSE do the ""shopping"" for me and allows me to find products in one place."
2,"My son Loves these ""fruit bars"" they are smaller than your typical wheat fruit bars.  My suggestion it to get your child to like these first before you try the chocolate ones... Now my son favors them (chocolate) ones MORE than the berry ones..."
1,"While the sugar count is slightly higher than a can of coca-cola, this soda gets it sugar from 100% Fruit Juice, not from High Fructose Corn Syrup.  I wouldn't give this to my daughter every day but as an alternative to soda once in awhile I think it is a good choice!  Plus it tastes great!"
2,Convenient packaging and the babies love it.  They just gobble it right up.<br /><br />This flavour is the best one out of the HappyBaby line of pouch foods.  The worst I would have to say is the Amaranth Ratatouille.  Chick Chick has a nice subtle flavour and nice texture.<br /><br />Highly recommend!
1,"My Experience:<br /><br />It's very translucent, with just a light golden color. It smells like you'd expect a peach to smell, but the taste hints of a white grape juice, though it has no grape in it and tastes more peachy over time, especially as it warms up. It's tingly on the tongue, but doesn't foam up. It's slightly drier than your average juice, with a hint of bitterness, probably from the carbonation.<br /><br />Did I Like it: Yes, though not as much as their offering in Pomegranate-Apple, a 6 out of 10. My wife doesn't like it so much."
1,"I also reviewed the Jones Soda Berry Pomegranate vitamin water and that one fell short because it was mostly water and sugar and cost over $1 per bottle.<br /><br />The Switch Orange Tangerine is much better in my opinion in terms of flavor. It's also carbonated up quite a bit and has added ascorbic acid (Vitamin C) which gives it a lot of tang/bite. For me it isn't unpleasant at all - I like it.<br /><br />Contrary to other reviews, I don't get the medicine aftertaste. It's just a good, refreshing, carbonated drink. I tried this after getting in from a fairly warm bike ride and it does a pretty good job of quenching thirst. I tried it straight from a room temperature can and over ice and both were great. I like it over ice better, though. Then, just for fun, I added some Malibu rum to see how it was as a mixer and it's not bad. I won't be asking for it at a bar, but it gets the fruity flavor with the coconut rum and I think if someone was creative, this could be a match made in heaven.<br /><br />The down side (to me) is this is another fairly pricey drink. The cans aren't full-size cans either. So for almost $1 per can you get a smallish 8.3 ounces but with regular sodas you get 12 ounces - half again as much. Of course, sodas aren't 100% juice either.<br /><br />Upshot is if I'm on a beach somewhere and hot and thirsty, I'd probably buy this. For stocking at home, I'll stick with regular frozen orange juice or orange juice in a carton. I would recommend trying it for yourself, though. This seems to be one of those drinks that could sway pretty hard depending on personal preferences."
0,tea has excellent flavor. it is a little expensive but very convenient and great when you don't want to wait for the kettle.
1,"The Switch Orange/Tangerine gets kudos from me for not including added sugars and nasty ingredients found in some traditional sodas, but as for flavor, it leaves something to be desired.  The initial yummy tangerine flavor of the drink is great, but after a few swallows, a strange after-taste invaded my mouth.  I found it difficult to drink the whole can."
1,"Switched Kiwi Berry is fairly good soft drink; strongly berry-flavored with a light hint of kiwi. Nutritionally, the drink contains more sugar and calories than an equivalent 8 oz serving of soda or iced tea, but these seem in-line with other juice beverages. This drink makes me curious why Snapple didn't branch into carbonated fruit beverages, but perhaps the reason may have something to do with cost. It is difficult to select this beverage when it costs two to three times more than soda or canned iced tea; however, I would buy a case of mixed flavors, if such an SKU became available, for entertaining purposes."
3,"This is actually better than I expected when I paid less than 50 cents each.  We usually use a packet mix and hot water from the brewer.  This is much easier and the taste is comparable.  If you are very particular you may not like this but for something quick, sweet, chocolate flavored and warm for around 50 cents it is worth a try.  I would not buy it at the regular price that some retailers ask."
3,"there is a taste of sugar substitute, the aftertaste turns me off, I've even tried using a little bit of milk in the mug before hand to hide the taste. It didn't, so i'm just using Swiss miss powder and a little milk to make it a creamier hot chocolate before using using my keurig."
1,"<span class=""tiny""> Length:: 2:47 Mins<br /><br /></span>Short video review with first open, pour and taste of The Switch Orange Tangerine."
1,"Last year I tasted several of the Izze fruit drinks for the first time and became addicted.  I have an affinity for fruity foods and beverages, and that fact combined with my positive experiences with Izze prompted me to try THE SWITCH.<br /><br />I'll say it right off the bat - THE SWITCH was okay, but it doesn't really compare in taste to Izze.  If I had never tasted Izze, I might enjoy THE SWITCH more.  As it is, I thought it was tasty enough, but I wouldn't drive out of my way to get it.  If I were in the convenience store looking for a refreshing fruity beverage, I might buy it again.<br /><br />I tried two different flavors of THE SWITCH, and the Kiwi Berry was my least favorite of the two flavors (the other was Black Cherry).  The kiwi berry flavor was nice, but a little bit muddled for me.  However, the fruit flavors did taste natural - I just think I would have preferred a simple Kiwi flavor instead of the blend.<br /><br />To sum up, I think THE SWITCH is a nice alternative to sodas, although a little pricier than colas are.  It is a refreshing fruit beverage, but there are other brands that have a tastier flavor.<br /><br />If Amazon allowed half-star ratings, I would give this 3.5 stars."
3,"I could do without the cocoa in the batter because it makes them look burned when they are not, but very tasty."
0,"Expensive, but worth it, and Ive tried every Iced tea out there. Lipton is pretty good too, but this is the best!! Tetleys sux, and many other Iced teas like Bigelow are terrible, but this is great! Like the coffee shop"
1,"I thought it would have a clean, crisp taste, but it honestly tasted just like every other orange soda I've ever had.  Maybe that's deliberate; maybe they're targeting people who would otherwise drink orange soda, unless presented with a more ""natural"" alternative...  Regardless, it tastes exactly like carbonated reconstituted juice concentrates, with some orange coloring thrown into the mix, i.e., nothing special."
0,"I've had quite a few sencha powders in my time.  The Stash product is one of the best-priced products out there.<br /><br />That said, what you get per packet is a bit on the light side for mixing with 16 oz of water.  I can barely taste the tea, and I'm pretty sensitive to tea flavors.  If you get this product, keep your mixes at 8 oz of water - otherwise, it's like you're drinking a flavorless algae.<br /><br />Otherwise, it's a good product at a good price.  At proper concentrations, the flavor is good, and you can't beat the health benefits of a good sencha/green tea."
0,"I would recommend this tea, it has a fresh taste with an amazing acai grape flavor that I have not had before.  It also gave me energy which I can always use!"
1,"The first sip gave a pleasing kiwi flavor burst with a light tang of carbonation.  When testing the black cherry flavor, I had placed the can in the freezer for a short period, since I prefer drinks to be ice cold or hot; I didn't want lukewarm to get in the way of a positive response to the first sip.  As the drink warmed a bit, the sweetness overtook the carbonation, which is inevitable in a carbonated beverage, yet, due to the purity of the fruit base, the flavor remained true and welcome.<br /><br />This time, I just had the drink chilled perfectly for me, no ice crystals.  I like the kiwi even better than the cherry!  The kiwi has more tang.  See below (or on the product description on the buying page) for the juice blends used.  I've noticed that most juices currently have apple and grape included, likely because those are cheaper to produce.<br /><br />The way the drink was promoted wasn't a lie!  It worked for me:<br /><br />1. ""100 % of what you want.  0% of what you don't want.""<br /><br />2. ""Make The Switch to a great tasting, all natural beverage that's the perfect balance between JUICE and CARBONATION.""<br /><br />3. The logo has ""THE"" placed upside-down and reversed, atop ""Switch,"" with a swirl designed around the words, the swirl imitating the symbol for reversing something.<br /><br />4. The ingredients read: ""100% juice (filtered sparkling water sufficient to reconstitute juice concentrates, apple, grape, kiwi, acerola* [I added the asterisk; see below] and raspberry and strawberry juice concentrated), natural flavors, ascorbic acid (vitamin C)""<br /><br />5. 100% juice carbonated.<br /><br />6. The can is smaller than the norm for soda pops, which I also liked, because when I used to drink sodas regularly, I usually opened a can and left half of it to get too warm (and fizzed out), so the remainder went down the drain (after I returned it to the fridge for a few days hoping I might drink it).  I drank the whole can of Black Cherry!<br /><br />I decided I liked the near slush state of a short stint in the freezer... leaving it too long, though, might cause too much separation of the fruit concentrate from the fizz water... and, of course, makes it undrinkable from the can until it melts enough to flow through the hole in the top.<br /><br />In the past, when I had begun wanting something more natural than most soda beverages (with phosphates, etc., added), I had used frozen orange juice concentrate added to Club Soda or Ginger ale.  It didn't take long to feel that the process was too much trouble (and it was more expensive than the cost of the Switch product).  Also, I like the types of fruits Switch is using.<br /><br />At first I was confused at the acerola* ingredient, not knowing what it was.  Since my <a href=""http://www.amazon.com/gp/product/B00154JDAI"">Kindle 2: Amazon's New Wireless Reading Device (Latest Generation)</a> was at hand, as always, I looked up acerola in the onboard dictionary.  The word wasn't in there, so I pushed the curser to the right, on the arrow for more types of searches, and used my standby, Google, and found several listings of acerola.<br /><br />Briefly, I found that it's thought to have originated from the Yucatan, and is known as Barbados cherry or wild crape myrtle, a tropical fruit-bearing shrub.  Reading into the variety of praiseworthy qualities of that cherry, I was impressed!  It has 32 times the amount of vitamin C as Orange juice, and many other healthful assets.  If you're interested in details, feel free to go Google.<br /><br />I'm beginning to think that many of the flavors available from Switch will include equally intriguing tropical fruits.  (I was glad to see that the Kiwi flavor also has acerola in it).<br /><br />Though the can is appealing and fine, this beverage is good enough to deserve a designer bottle to appeal to the gourmet crowd who want flavor without true health issues... don't get me started on the myriad of heavy promotions of pseudo health issues.  I have a book in progress to be published on KINDLE, which will debut with steam hissing out of Kindle's ears, at no extra charge!  (I'll add a comment to this review about why I had quit drinking soda pops, which will explain why I will be happily able to welcome Switch into my diet.)<br /><br />My thanks to THE SWITCH for providing a healthy, gourmet quality drink... WITHOUT, thank God, SOYBEANS added!!<br /><br />I'm hooked!<br /><br />Linda Shelnutt<br />Author of several Kindle books and Amazon Shorts"
